numbest,year_film,category,film,winner
10189,2018,DOCUMENTARY (Short Subject),Lifeboat,FALSE
10190,2018,DOCUMENTARY (Short Subject),A Night at The Garden,FALSE
10191,2018,DOCUMENTARY (Short Subject),Period. End of Sentence.,TRUE
10192,2018,FILM EDITING,BlacKkKlansman,FALSE
10193,2018,FILM EDITING,Bohemian Rhapsody,TRUE
10194,2018,FILM EDITING,The Favourite,FALSE
10195,2018,FILM EDITING,Green Book,FALSE
10196,2018,FILM EDITING,Vice,FALSE
10197,2018,FOREIGN LANGUAGE FILM,Capernaum,FALSE
10198,2018,FOREIGN LANGUAGE FILM,Cold War,FALSE
10199,2018,FOREIGN LANGUAGE FILM,Never Look Away,FALSE
10200,2018,FOREIGN LANGUAGE FILM,Roma,TRUE
10201,2018,FOREIGN LANGUAGE FILM,Shoplifters,FALSE
10202,2018,MAKEUP AND HAIRSTYLING,Border,FALSE
10203,2018,MAKEUP AND HAIRSTYLING,Mary Queen of Scots,FALSE
10204,2018,MAKEUP AND HAIRSTYLING,Vice,TRUE
10205,2018,MUSIC (Original Score),Black Panther,TRUE
10206,2018,MUSIC (Original Score),BlacKkKlansman,FALSE
10207,2018,MUSIC (Original Score),If Beale Street Could Talk,FALSE
10208,2018,MUSIC (Original Score),Isle of Dogs,FALSE
10209,2018,MUSIC (Original Score),Mary Poppins Returns,FALSE
10210,2018,MUSIC (Original Song),Black Panther,FALSE
10211,2018,MUSIC (Original Song),RBG,FALSE
10212,2018,MUSIC (Original Song),Mary Poppins Returns,FALSE
10213,2018,MUSIC (Original Song),A Star Is Born,TRUE
10214,2018,MUSIC (Original Song),The Ballad of Buster Scruggs,FALSE
10215,2018,BEST PICTURE,Black Panther,FALSE
10216,2018,BEST PICTURE,BlacKkKlansman,FALSE
10217,2018,BEST PICTURE,Bohemian Rhapsody,FALSE
10218,2018,BEST PICTURE,The Favourite,FALSE
10219,2018,BEST PICTURE,Green Book,TRUE
10220,2018,BEST PICTURE,Roma,FALSE
10221,2018,BEST PICTURE,A Star Is Born,FALSE
10222,2018,BEST PICTURE,Vice,FALSE
10223,2018,PRODUCTION DESIGN,Black Panther,TRUE
10224,2018,PRODUCTION DESIGN,The Favourite,FALSE
10225,2018,PRODUCTION DESIGN,First Man,FALSE
10226,2018,PRODUCTION DESIGN,Mary Poppins Returns,FALSE
10227,2018,PRODUCTION DESIGN,Roma,FALSE
10228,2018,SHORT FILM (Animated),Animal Behaviour,FALSE
10229,2018,SHORT FILM (Animated),Bao,TRUE
10230,2018,SHORT FILM (Animated),Late Afternoon,FALSE
10231,2018,SHORT FILM (Animated),One Small Step,FALSE
10232,2018,SHORT FILM (Animated),Weekends,FALSE
10233,2018,SHORT FILM (Live Action),Detainment,FALSE
10234,2018,SHORT FILM (Live Action),Fauve,FALSE
10235,2018,SHORT FILM (Live Action),Marguerite,FALSE
10236,2018,SHORT FILM (Live Action),Mother,FALSE
10237,2018,SHORT FILM (Live Action),Skin,TRUE
10238,2018,SOUND EDITING,Black Panther,FALSE
10239,2018,SOUND EDITING,Bohemian Rhapsody,TRUE
10240,2018,SOUND EDITING,First Man,FALSE
10241,2018,SOUND EDITING,A Quiet Place,FALSE
10242,2018,SOUND EDITING,Roma,FALSE
10243,2018,SOUND MIXING,Black Panther,FALSE
10244,2018,SOUND MIXING,Bohemian Rhapsody,TRUE
10245,2018,SOUND MIXING,First Man,FALSE
10246,2018,SOUND MIXING,Roma,FALSE
10247,2018,SOUND MIXING,A Star Is Born,FALSE
10248,2018,VISUAL EFFECTS,Avengers: Infinity War,FALSE
10249,2018,VISUAL EFFECTS,Christopher Robin,FALSE
10250,2018,VISUAL EFFECTS,First Man,TRUE
10251,2018,VISUAL EFFECTS,Ready Player One,FALSE
10252,2018,VISUAL EFFECTS,Solo: A Star Wars Story,FALSE
10253,2018,WRITING (Adapted Screenplay),The Ballad of Buster Scruggs,FALSE
10254,2018,WRITING (Adapted Screenplay),BlacKkKlansman,TRUE
10255,2018,WRITING (Adapted Screenplay),Can You Ever Forgive Me?,FALSE
10256,2018,WRITING (Adapted Screenplay),If Beale Street Could Talk,FALSE
10257,2018,WRITING (Adapted Screenplay),A Star Is Born,FALSE
10258,2018,WRITING (Original Screenplay),The Favourite,FALSE
10259,2018,WRITING (Original Screenplay),First Reformed,FALSE
10260,2018,WRITING (Original Screenplay),Green Book,TRUE
10261,2018,WRITING (Original Screenplay),Roma,FALSE
10262,2018,WRITING (Original Screenplay),Vice,FALSE
10267,2019,ACTOR IN A LEADING ROLE,Pain and Glory,FALSE
10268,2019,ACTOR IN A LEADING ROLE,Once upon a Time...in Hollywood,FALSE
10269,2019,ACTOR IN A LEADING ROLE,Marriage Story,FALSE
10270,2019,ACTOR IN A LEADING ROLE,Joker,TRUE
10271,2019,ACTOR IN A LEADING ROLE,The Two Popes,FALSE
10272,2019,ACTOR IN A SUPPORTING ROLE,A Beautiful Day in the Neighborhood,FALSE
10273,2019,ACTOR IN A SUPPORTING ROLE,The Two Popes,FALSE
10274,2019,ACTOR IN A SUPPORTING ROLE,The Irishman,FALSE
10275,2019,ACTOR IN A SUPPORTING ROLE,The Irishman,FALSE
10276,2019,ACTOR IN A SUPPORTING ROLE,Once upon a Time...in Hollywood,TRUE
10277,2019,ACTRESS IN A LEADING ROLE,Harriet,FALSE
10278,2019,ACTRESS IN A LEADING ROLE,Marriage Story,FALSE
10279,2019,ACTRESS IN A LEADING ROLE,Little Women,FALSE
10280,2019,ACTRESS IN A LEADING ROLE,Bombshell,FALSE
10281,2019,ACTRESS IN A LEADING ROLE,Judy,TRUE
10282,2019,ACTRESS IN A SUPPORTING ROLE,Richard Jewell,FALSE
10283,2019,ACTRESS IN A SUPPORTING ROLE,Marriage Story,TRUE
10284,2019,ACTRESS IN A SUPPORTING ROLE,Jojo Rabbit,FALSE
10285,2019,ACTRESS IN A SUPPORTING ROLE,Little Women,FALSE
10286,2019,ACTRESS IN A SUPPORTING ROLE,Bombshell,FALSE
10287,2019,ANIMATED FEATURE FILM,How to Train Your Dragon: The Hidden World,FALSE
10288,2019,ANIMATED FEATURE FILM,I Lost My Body,FALSE
10289,2019,ANIMATED FEATURE FILM,Klaus,FALSE
10290,2019,ANIMATED FEATURE FILM,Missing Link,FALSE
10291,2019,ANIMATED FEATURE FILM,Toy Story 4,TRUE
10292,2019,CINEMATOGRAPHY,The Irishman,FALSE
10293,2019,CINEMATOGRAPHY,Joker,FALSE
10294,2019,CINEMATOGRAPHY,The Lighthouse,FALSE
10295,2019,CINEMATOGRAPHY,1917,TRUE
10296,2019,CINEMATOGRAPHY,Once upon a Time...in Hollywood,FALSE
10297,2019,COSTUME DESIGN,The Irishman,FALSE
10298,2019,COSTUME DESIGN,Jojo Rabbit,FALSE
10299,2019,COSTUME DESIGN,Joker,FALSE
10300,2019,COSTUME DESIGN,Little Women,TRUE
10301,2019,COSTUME DESIGN,Once upon a Time...in Hollywood,FALSE
10302,2019,DIRECTING,The Irishman,FALSE
10303,2019,DIRECTING,Joker,FALSE
10304,2019,DIRECTING,1917,FALSE
10305,2019,DIRECTING,Once upon a Time...in Hollywood,FALSE
10306,2019,DIRECTING,Parasite,TRUE
10307,2019,DOCUMENTARY (Feature),American Factory,TRUE
10308,2019,DOCUMENTARY (Feature),The Cave,FALSE
10309,2019,DOCUMENTARY (Feature),The Edge of Democracy,FALSE
10310,2019,DOCUMENTARY (Feature),For Sama,FALSE
10311,2019,DOCUMENTARY (Feature),Honeyland,FALSE
10312,2019,DOCUMENTARY (Short Subject),In the Absence,FALSE
10313,2019,DOCUMENTARY (Short Subject),Learning to Skateboard in a Warzone (If You're a Girl),TRUE
10314,2019,DOCUMENTARY (Short Subject),Life Overtakes Me,FALSE
10315,2019,DOCUMENTARY (Short Subject),St. Louis Superman,FALSE
10316,2019,DOCUMENTARY (Short Subject),Walk Run Cha-Cha,FALSE
10317,2019,FILM EDITING,Ford v Ferrari,TRUE
10318,2019,FILM EDITING,The Irishman,FALSE
10319,2019,FILM EDITING,Jojo Rabbit,FALSE
10320,2019,FILM EDITING,Joker,FALSE
10321,2019,FILM EDITING,Parasite,FALSE
10322,2019,INTERNATIONAL FEATURE FILM,Corpus Christi,FALSE
10323,2019,INTERNATIONAL FEATURE FILM,Honeyland,FALSE
10324,2019,INTERNATIONAL FEATURE FILM,Les Misérables,FALSE
10325,2019,INTERNATIONAL FEATURE FILM,Pain and Glory,FALSE
10326,2019,INTERNATIONAL FEATURE FILM,Parasite,TRUE
10327,2019,MAKEUP AND HAIRSTYLING,Bombshell,TRUE
10328,2019,MAKEUP AND HAIRSTYLING,Joker,FALSE
10329,2019,MAKEUP AND HAIRSTYLING,Judy,FALSE
10330,2019,MAKEUP AND HAIRSTYLING,Maleficent: Mistress of Evil,FALSE
10331,2019,MAKEUP AND HAIRSTYLING,1917,FALSE
10332,2019,MUSIC (Original Score),Joker,TRUE
10333,2019,MUSIC (Original Score),Little Women,FALSE
10334,2019,MUSIC (Original Score),Marriage Story,FALSE
10335,2019,MUSIC (Original Score),1917,FALSE
10336,2019,MUSIC (Original Score),Star Wars: The Rise of Skywalker,FALSE
10337,2019,MUSIC (Original Song),Toy Story 4,FALSE
10338,2019,MUSIC (Original Song),Rocketman,TRUE
10339,2019,MUSIC (Original Song),Breakthrough,FALSE
10340,2019,MUSIC (Original Song),Frozen II,FALSE
10341,2019,MUSIC (Original Song),Harriet,FALSE
10342,2019,BEST PICTURE,Ford v Ferrari,FALSE
10343,2019,BEST PICTURE,The Irishman,FALSE
10344,2019,BEST PICTURE,Jojo Rabbit,FALSE
10345,2019,BEST PICTURE,Joker,FALSE
10346,2019,BEST PICTURE,Little Women,FALSE
10347,2019,BEST PICTURE,Marriage Story,FALSE
10348,2019,BEST PICTURE,1917,FALSE
10349,2019,BEST PICTURE,Once upon a Time...in Hollywood,FALSE
10350,2019,BEST PICTURE,Parasite,TRUE
10351,2019,PRODUCTION DESIGN,The Irishman,FALSE
10352,2019,PRODUCTION DESIGN,Jojo Rabbit,FALSE
10353,2019,PRODUCTION DESIGN,1917,FALSE
10354,2019,PRODUCTION DESIGN,Once upon a Time...in Hollywood,TRUE
10355,2019,PRODUCTION DESIGN,Parasite,FALSE
10356,2019,SHORT FILM (Animated),Dcera (Daughter),FALSE
10357,2019,SHORT FILM (Animated),Hair Love,TRUE
10358,2019,SHORT FILM (Animated),Kitbull,FALSE
10359,2019,SHORT FILM (Animated),Memorable,FALSE
10360,2019,SHORT FILM (Animated),Sister,FALSE
10361,2019,SHORT FILM (Live Action),Brotherhood,FALSE
10362,2019,SHORT FILM (Live Action),Nefta Football Club,FALSE
10363,2019,SHORT FILM (Live Action),The Neighbors' Window,TRUE
10364,2019,SHORT FILM (Live Action),Saria,FALSE
10365,2019,SHORT FILM (Live Action),A Sister,FALSE
10366,2019,SOUND EDITING,Ford v Ferrari,TRUE
10367,2019,SOUND EDITING,Joker,FALSE
10368,2019,SOUND EDITING,1917,FALSE
10369,2019,SOUND EDITING,Once upon a Time...in Hollywood,FALSE
10370,2019,SOUND EDITING,Star Wars: The Rise of Skywalker,FALSE
10371,2019,SOUND MIXING,Ad Astra,FALSE
10372,2019,SOUND MIXING,Ford v Ferrari,FALSE
10373,2019,SOUND MIXING,Joker,FALSE
10374,2019,SOUND MIXING,1917,TRUE
10375,2019,SOUND MIXING,Once upon a Time...in Hollywood,FALSE
10376,2019,VISUAL EFFECTS,Avengers: Endgame,FALSE
10377,2019,VISUAL EFFECTS,The Irishman,FALSE
10378,2019,VISUAL EFFECTS,The Lion King,FALSE
10379,2019,VISUAL EFFECTS,1917,TRUE
10380,2019,VISUAL EFFECTS,Star Wars: The Rise of Skywalker,FALSE
10381,2019,WRITING (Adapted Screenplay),The Irishman,FALSE
10382,2019,WRITING (Adapted Screenplay),Jojo Rabbit,TRUE
10383,2019,WRITING (Adapted Screenplay),Joker,FALSE
10384,2019,WRITING (Adapted Screenplay),Little Women,FALSE
10385,2019,WRITING (Adapted Screenplay),The Two Popes,FALSE
10386,2019,WRITING (Original Screenplay),Knives Out,FALSE
10387,2019,WRITING (Original Screenplay),Marriage Story,FALSE
10388,2019,WRITING (Original Screenplay),1917,FALSE
10389,2019,WRITING (Original Screenplay),Once upon a Time...in Hollywood,FALSE
10390,2019,WRITING (Original Screenplay),Parasite,TRUE
